payment_id,loan_id,due_date,paid_date,amount_due,amount_paid
P0047550,L003183,2023-03-01,2023-03-07,3010,3010
P0047551,L003183,2023-04-01,2023-04-10,3010,3010
P0047552,L003183,2023-05-01,2023-05-03,3010,3010
P0047553,L003183,2023-06-01,2023-06-03,3010,3010
P0047554,L003183,2023-07-01,2023-07-04,3010,3010
P0047555,L003183,2023-08-01,2023-08-10,3010,3010
P0047556,L003183,2023-09-01,2023-09-08,3010,3010
P0047557,L003183,2023-10-01,2023-10-07,3010,3010
P0047558,L003183,2023-11-01,2023-11-11,3010,3010
P0047559,L003183,2023-12-01,2023-12-07,3010,3010
P0047560,L003183,2024-01-01,2024-01-03,3010,3010
P0047561,L003183,2024-02-01,2024-02-02,3010,3010
P0047562,L003183,2024-03-01,2024-03-06,3010,3010
P0047563,L003183,2024-04-01,2024-04-05,3010,3010
P0047564,L003183,2024-05-01,2024-05-02,3010,3010
P0047565,L003183,2024-06-01,2024-06-06,3010,3010
P0047566,L003183,2024-07-01,2024-07-02,3010,3010
P0047567,L003183,2024-08-01,2024-08-10,3010,3010
P0047568,L003184,2024-03-07,2024-03-15,1390,1390
P0047569,L003184,2024-04-07,2024-04-07,1390,1390
P0047570,L003184,2024-05-07,2024-05-14,1390,1390
P0047571,L003184,2024-06-07,2024-06-07,1390,1390
P0047572,L003184,2024-07-07,2024-07-17,1390,1390
P0047573,L003184,2024-08-07,2024-08-09,1390,1390
P0047574,L003184,2024-09-07,2024-09-14,1390,1390
P0047575,L003184,2024-10-07,2024-10-09,1390,1390
P0047576,L003184,2024-11-07,2024-11-16,1390,1390
P0047577,L003184,2024-12-07,2024-12-17,1390,1390
P0047578,L003184,2025-01-07,2025-01-09,1390,1390
P0047579,L003184,2025-02-07,2025-02-16,1390,1390
P0047580,L003184,2025-03-07,2025-03-11,1390,1390
P0047581,L003184,2025-04-07,2025-04-09,1390,1390
P0047582,L003184,2025-05-07,,1390,0
P0047583,L003184,2025-06-07,,1390,0
P0047584,L003184,2025-07-07,,1390,0
P0047585,L003184,2025-08-07,,1390,0
P0047586,L003184,2025-09-07,,1390,0
P0047587,L003184,2025-10-07,,1390,0
P0047588,L003184,2025-11-07,,1390,0
P0047589,L003184,2025-12-07,,1390,0
P0047590,L003184,2026-01-07,,1390,0
P0047591,L003184,2026-02-07,,1390,0
P0047592,L003185,2024-02-13,2024-02-23,1762,1762
P0047593,L003185,2024-03-13,2024-03-21,1762,1762
P0047594,L003185,2024-04-13,2024-04-19,1762,1762
P0047595,L003185,2024-05-13,2024-05-16,1762,1762
P0047596,L003185,2024-06-13,2024-06-18,1762,1762
P0047597,L003185,2024-07-13,2024-07-21,1762,1762
P0047598,L003185,2024-08-13,2024-08-16,1762,1762
P0047599,L003185,2024-09-13,2024-09-17,1762,1762
P0047600,L003185,2024-10-13,2024-10-22,1762,1762
P0047601,L003185,2024-11-13,2024-11-15,1762,1762
P0047602,L003185,2024-12-13,2024-12-19,1762,1762
P0047603,L003185,2025-01-13,2025-01-16,1762,1762
P0047604,L003186,2023-12-20,2023-12-28,2502,2502
P0047605,L003186,2024-01-20,2024-01-29,2502,2502
P0047606,L003186,2024-02-20,2024-03-01,2502,2502
P0047607,L003186,2024-03-20,2024-03-28,2502,2502
P0047608,L003186,2024-04-20,2024-04-27,2502,2502
P0047609,L003186,2024-05-20,2024-05-30,2502,2502
P0047610,L003186,2024-06-20,2024-06-30,2502,2502
P0047611,L003186,2024-07-20,2024-07-24,2502,2502
P0047612,L003186,2024-08-20,2024-08-29,2502,2502
P0047613,L003186,2024-09-20,2024-09-25,2502,2502
P0047614,L003186,2024-10-20,2024-10-25,2502,2502
P0047615,L003186,2024-11-20,2024-11-29,2502,2502
P0047616,L003187,2024-02-10,2024-02-11,1315,1315
P0047617,L003187,2024-03-10,2024-03-10,1315,1315
P0047618,L003187,2024-04-10,2024-04-19,1315,1315
P0047619,L003187,2024-05-10,2024-05-12,1315,1315
P0047620,L003187,2024-06-10,2024-06-13,1315,1315
P0047621,L003187,2024-07-10,2024-07-13,1315,1315
P0047622,L003187,2024-08-10,2024-08-15,1315,1315
P0047623,L003187,2024-09-10,2024-09-15,1315,1315
P0047624,L003187,2024-10-10,2024-10-18,1315,1315
P0047625,L003187,2024-11-10,2024-11-18,1315,1315
P0047626,L003187,2024-12-10,2024-12-15,1315,1315
P0047627,L003187,2025-01-10,2025-01-17,1315,1315
P0047628,L003187,2025-02-10,2025-02-12,1315,1315
P0047629,L003187,2025-03-10,2025-03-18,1315,1315
P0047630,L003187,2025-04-10,,1315,0
P0047631,L003187,2025-05-10,,1315,0
P0047632,L003187,2025-06-10,,1315,0
P0047633,L003187,2025-07-10,,1315,0
P0047634,L003188,2025-05-01,,575,0
P0047635,L003188,2025-06-01,,575,0
P0047636,L003188,2025-07-01,,575,0
P0047637,L003188,2025-08-01,,575,0
P0047638,L003188,2025-09-01,,575,0
P0047639,L003188,2025-10-01,,575,0
P0047640,L003188,2025-11-01,,575,0
P0047641,L003188,2025-12-01,,575,0
P0047642,L003188,2026-01-01,,575,0
P0047643,L003188,2026-02-01,,575,0
P0047644,L003188,2026-03-01,,575,0
P0047645,L003188,2026-04-01,,575,0
P0047646,L003188,2026-05-01,,575,0
P0047647,L003188,2026-06-01,,575,0
P0047648,L003188,2026-07-01,,575,0
P0047649,L003188,2026-08-01,,575,0
P0047650,L003188,2026-09-01,,575,0
P0047651,L003188,2026-10-01,,575,0
P0047652,L003188,2026-11-01,,575,0
P0047653,L003188,2026-12-01,,575,0
P0047654,L003188,2027-01-01,,575,0
P0047655,L003188,2027-02-01,,575,0
P0047656,L003188,2027-03-01,,575,0
P0047657,L003188,2027-04-01,,575,0
P0047658,L003189,2025-04-08,2025-04-11,471,471
P0047659,L003189,2025-05-08,,471,0
P0047660,L003189,2025-06-08,,471,0
P0047661,L003189,2025-07-08,,471,0
P0047662,L003189,2025-08-08,,471,0
P0047663,L003189,2025-09-08,,471,0
P0047664,L003189,2025-10-08,,471,0
P0047665,L003189,2025-11-08,,471,0
P0047666,L003189,2025-12-08,,471,0
P0047667,L003189,2026-01-08,,471,0
P0047668,L003189,2026-02-08,,471,0
P0047669,L003189,2026-03-08,,471,0
P0047670,L003189,2026-04-08,,471,0
P0047671,L003189,2026-05-08,,471,0
P0047672,L003189,2026-06-08,,471,0
P0047673,L003189,2026-07-08,,471,0
P0047674,L003189,2026-08-08,,471,0
P0047675,L003189,2026-09-08,,471,0
P0047676,L003190,2023-11-22,2023-11-26,4072,4072
P0047677,L003190,2023-12-22,2023-12-28,4072,4072
P0047678,L003190,2024-01-22,2024-02-01,4072,4072
P0047679,L003190,2024-02-22,2024-02-25,4072,4072
P0047680,L003190,2024-03-22,2024-04-01,4072,4072
P0047681,L003190,2024-04-22,2024-04-30,4072,4072
P0047682,L003191,2023-02-06,2023-02-15,2526,2526
P0047683,L003191,2023-03-06,2023-03-07,2526,2526
P0047684,L003191,2023-04-06,2023-04-12,2526,2526
P0047685,L003191,2023-05-06,2023-05-07,2526,2526
P0047686,L003191,2023-06-06,2023-06-16,2526,2526
P0047687,L003191,2023-07-06,2023-07-15,2526,2526
P0047688,L003191,2023-08-06,2023-08-06,2526,2526
P0047689,L003191,2023-09-06,2023-09-11,2526,2526
P0047690,L003191,2023-10-06,2023-10-11,2526,2526
P0047691,L003191,2023-11-06,2023-11-14,2526,2526
P0047692,L003191,2023-12-06,2023-12-13,2526,2526
P0047693,L003191,2024-01-06,2024-01-11,2526,2526
P0047694,L003192,2024-04-04,2024-04-07,861,861
P0047695,L003192,2024-05-04,2024-05-04,861,861
P0047696,L003192,2024-06-04,2024-06-14,861,861
P0047697,L003192,2024-07-04,2024-07-06,861,861
P0047698,L003192,2024-08-04,2024-08-13,861,861
P0047699,L003192,2024-09-04,2024-09-10,861,861
P0047700,L003192,2024-10-04,2024-10-05,861,861
P0047701,L003192,2024-11-04,2024-11-08,861,861
P0047702,L003192,2024-12-04,2024-12-13,861,861
P0047703,L003192,2025-01-04,2025-01-13,861,861
P0047704,L003192,2025-02-04,2025-02-14,861,861
P0047705,L003192,2025-03-04,2025-03-04,861,861
P0047706,L003192,2025-04-04,2025-04-14,861,861
P0047707,L003192,2025-05-04,,861,0
P0047708,L003192,2025-06-04,,861,0
P0047709,L003192,2025-07-04,,861,0
P0047710,L003192,2025-08-04,,861,0
P0047711,L003192,2025-09-04,,861,0
P0047712,L003193,2025-03-23,2025-04-01,1275,1275
P0047713,L003193,2025-04-23,,1275,0
P0047714,L003193,2025-05-23,,1275,0
P0047715,L003193,2025-06-23,,1275,0
P0047716,L003193,2025-07-23,,1275,0
P0047717,L003193,2025-08-23,,1275,0
P0047718,L003193,2025-09-23,,1275,0
P0047719,L003193,2025-10-23,,1275,0
P0047720,L003193,2025-11-23,,1275,0
P0047721,L003193,2025-12-23,,1275,0
P0047722,L003193,2026-01-23,,1275,0
P0047723,L003193,2026-02-23,,1275,0
P0047724,L003193,2026-03-23,,1275,0
P0047725,L003193,2026-04-23,,1275,0
P0047726,L003193,2026-05-23,,1275,0
P0047727,L003193,2026-06-23,,1275,0
P0047728,L003193,2026-07-23,,1275,0
P0047729,L003193,2026-08-23,,1275,0
P0047730,L003193,2026-09-23,,1275,0
P0047731,L003193,2026-10-23,,1275,0
P0047732,L003193,2026-11-23,,1275,0
P0047733,L003193,2026-12-23,,1275,0
P0047734,L003193,2027-01-23,,1275,0
P0047735,L003193,2027-02-23,,1275,0
P0047736,L003194,2025-01-29,2025-02-02,4578,4578
P0047737,L003194,2025-02-28,2025-03-01,4578,4578
P0047738,L003194,2025-03-29,2025-04-04,4578,4578
P0047739,L003194,2025-04-29,,4578,0
P0047740,L003194,2025-05-29,,4578,0
P0047741,L003194,2025-06-29,,4578,0
P0047742,L003194,2025-07-29,,4578,0
P0047743,L003194,2025-08-29,,4578,0
P0047744,L003194,2025-09-29,,4578,0
P0047745,L003194,2025-10-29,,4578,0
P0047746,L003194,2025-11-29,,4578,0
P0047747,L003194,2025-12-29,,4578,0
P0047748,L003195,2025-02-05,2025-02-12,2480,2480
P0047749,L003195,2025-03-05,2025-03-14,2480,2480
P0047750,L003195,2025-04-05,2025-04-10,2480,2480
P0047751,L003195,2025-05-05,,2480,0
P0047752,L003195,2025-06-05,,2480,0
P0047753,L003195,2025-07-05,,2480,0
P0047754,L003195,2025-08-05,,2480,0
P0047755,L003195,2025-09-05,,2480,0
P0047756,L003195,2025-10-05,,2480,0
P0047757,L003195,2025-11-05,,2480,0
P0047758,L003195,2025-12-05,,2480,0
P0047759,L003195,2026-01-05,,2480,0
P0047760,L003195,2026-02-05,,2480,0
P0047761,L003195,2026-03-05,,2480,0
P0047762,L003195,2026-04-05,,2480,0
P0047763,L003195,2026-05-05,,2480,0
P0047764,L003195,2026-06-05,,2480,0
P0047765,L003195,2026-07-05,,2480,0
P0047766,L003196,2024-02-10,2024-02-20,6293,6293
P0047767,L003196,2024-03-10,2024-03-20,6293,6293
P0047768,L003196,2024-04-10,2024-04-12,6293,6293
P0047769,L003196,2024-05-10,2024-05-20,6293,6293
P0047770,L003196,2024-06-10,2024-06-10,6293,6293
P0047771,L003196,2024-07-10,2024-07-12,6293,6293
P0047772,L003197,2025-04-09,,2289,0
P0047773,L003197,2025-05-09,,2289,0
P0047774,L003197,2025-06-09,,2289,0
P0047775,L003197,2025-07-09,,2289,0
P0047776,L003197,2025-08-09,,2289,0
P0047777,L003197,2025-09-09,,2289,0
P0047778,L003197,2025-10-09,,2289,0
P0047779,L003197,2025-11-09,,2289,0
P0047780,L003197,2025-12-09,,2289,0
P0047781,L003197,2026-01-09,,2289,0
P0047782,L003197,2026-02-09,,2289,0
P0047783,L003197,2026-03-09,,2289,0
P0047784,L003198,2025-05-14,,6215,0
P0047785,L003198,2025-06-14,,6215,0
P0047786,L003198,2025-07-14,,6215,0
P0047787,L003198,2025-08-14,,6215,0
P0047788,L003198,2025-09-14,,6215,0
P0047789,L003198,2025-10-14,,6215,0
P0047790,L003199,2025-04-03,2025-04-12,2996,2996
P0047791,L003199,2025-05-03,,2996,0
P0047792,L003199,2025-06-03,,2996,0
P0047793,L003199,2025-07-03,,2996,0
P0047794,L003199,2025-08-03,,2996,0
P0047795,L003199,2025-09-03,,2996,0
P0047796,L003199,2025-10-03,,2996,0
P0047797,L003199,2025-11-03,,2996,0
P0047798,L003199,2025-12-03,,2996,0
P0047799,L003199,2026-01-03,,2996,0
P0047800,L003199,2026-02-03,,2996,0
P0047801,L003199,2026-03-03,,2996,0
P0047802,L003200,2024-08-14,2024-08-22,3224,3224
P0047803,L003200,2024-09-14,2024-09-23,3224,3224
P0047804,L003200,2024-10-14,2024-10-24,3224,3224
P0047805,L003200,2024-11-14,2024-11-15,3224,3224
P0047806,L003200,2024-12-14,2024-12-18,3224,3224
P0047807,L003200,2025-01-14,2025-01-19,3224,3224
P0047808,L003201,2025-04-15,,487,0
P0047809,L003201,2025-05-15,,487,0
P0047810,L003201,2025-06-15,,487,0
P0047811,L003201,2025-07-15,,487,0
P0047812,L003201,2025-08-15,,487,0
P0047813,L003201,2025-09-15,,487,0
P0047814,L003201,2025-10-15,,487,0
P0047815,L003201,2025-11-15,,487,0
P0047816,L003201,2025-12-15,,487,0
P0047817,L003201,2026-01-15,,487,0
P0047818,L003201,2026-02-15,,487,0
P0047819,L003201,2026-03-15,,487,0
P0047820,L003201,2026-04-15,,487,0
P0047821,L003201,2026-05-15,,487,0
P0047822,L003201,2026-06-15,,487,0
P0047823,L003201,2026-07-15,,487,0
P0047824,L003201,2026-08-15,,487,0
P0047825,L003201,2026-09-15,,487,0
P0047826,L003202,2024-03-14,2024-03-22,1731,1731
P0047827,L003202,2024-04-14,2024-04-15,1731,1731
P0047828,L003202,2024-05-14,2024-05-15,1731,1731
P0047829,L003202,2024-06-14,2024-06-22,1731,1731
P0047830,L003202,2024-07-14,2024-07-23,1731,1731
P0047831,L003202,2024-08-14,2024-08-15,1731,1731
P0047832,L003202,2024-09-14,2024-09-21,1731,1731
P0047833,L003202,2024-10-14,2024-10-24,1731,1731
P0047834,L003202,2024-11-14,2024-11-16,1731,1731
P0047835,L003202,2024-12-14,2024-12-22,1731,1731
P0047836,L003202,2025-01-14,2025-01-18,1731,1731
P0047837,L003202,2025-02-14,2025-02-19,1731,1731
P0047838,L003203,2024-12-11,2024-12-19,1780,1780
P0047839,L003203,2025-01-11,2025-01-15,1780,1780
P0047840,L003203,2025-02-11,2025-02-19,1780,1780
P0047841,L003203,2025-03-11,2025-03-18,1780,1780
P0047842,L003203,2025-04-11,2025-04-15,1780,1780
P0047843,L003203,2025-05-11,,1780,0
P0047844,L003203,2025-06-11,,1780,0
P0047845,L003203,2025-07-11,,1780,0
P0047846,L003203,2025-08-11,,1780,0
P0047847,L003203,2025-09-11,,1780,0
P0047848,L003203,2025-10-11,,1780,0
P0047849,L003203,2025-11-11,,1780,0
P0047850,L003203,2025-12-11,,1780,0
P0047851,L003203,2026-01-11,,1780,0
P0047852,L003203,2026-02-11,,1780,0
P0047853,L003203,2026-03-11,,1780,0
P0047854,L003203,2026-04-11,,1780,0
P0047855,L003203,2026-05-11,,1780,0
P0047856,L003204,2024-03-09,2024-03-18,340,340
P0047857,L003204,2024-04-09,2024-04-13,340,340
P0047858,L003204,2024-05-09,2024-05-09,340,340
P0047859,L003204,2024-06-09,2024-06-09,340,340
P0047860,L003204,2024-07-09,2024-07-18,340,340
P0047861,L003204,2024-08-09,2024-08-11,340,340
P0047862,L003204,2024-09-09,2024-09-15,340,340
P0047863,L003204,2024-10-09,2024-10-11,340,340
P0047864,L003204,2024-11-09,2024-11-17,340,340
P0047865,L003204,2024-12-09,2024-12-17,340,340
P0047866,L003204,2025-01-09,2025-01-15,340,340
P0047867,L003204,2025-02-09,2025-02-14,340,340
P0047868,L003204,2025-03-09,2025-03-17,340,340
P0047869,L003204,2025-04-09,2025-04-09,340,340
P0047870,L003204,2025-05-09,,340,0
P0047871,L003204,2025-06-09,,340,0
P0047872,L003204,2025-07-09,,340,0
P0047873,L003204,2025-08-09,,340,0
P0047874,L003204,2025-09-09,,340,0
P0047875,L003204,2025-10-09,,340,0
P0047876,L003204,2025-11-09,,340,0
P0047877,L003204,2025-12-09,,340,0
P0047878,L003204,2026-01-09,,340,0
P0047879,L003204,2026-02-09,,340,0
P0047880,L003205,2024-12-18,2024-12-25,196,196
P0047881,L003205,2025-01-18,2025-01-28,196,196
P0047882,L003205,2025-02-18,2025-02-20,196,196
P0047883,L003205,2025-03-18,2025-03-18,196,196
P0047884,L003205,2025-04-18,,196,0
P0047885,L003205,2025-05-18,,196,0
P0047886,L003205,2025-06-18,,196,0
P0047887,L003205,2025-07-18,,196,0
P0047888,L003205,2025-08-18,,196,0
P0047889,L003205,2025-09-18,,196,0
P0047890,L003205,2025-10-18,,196,0
P0047891,L003205,2025-11-18,,196,0
P0047892,L003205,2025-12-18,,196,0
P0047893,L003205,2026-01-18,,196,0
P0047894,L003205,2026-02-18,,196,0
P0047895,L003205,2026-03-18,,196,0
P0047896,L003205,2026-04-18,,196,0
P0047897,L003205,2026-05-18,,196,0
P0047898,L003205,2026-06-18,,196,0
P0047899,L003205,2026-07-18,,196,0
P0047900,L003205,2026-08-18,,196,0
P0047901,L003205,2026-09-18,,196,0
P0047902,L003205,2026-10-18,,196,0
P0047903,L003205,2026-11-18,,196,0
P0047904,L003206,2023-05-26,2023-06-03,332,332
P0047905,L003206,2023-06-26,2023-07-06,332,332
P0047906,L003206,2023-07-26,2023-08-05,332,332
P0047907,L003206,2023-08-26,2023-08-26,332,332
P0047908,L003206,2023-09-26,2023-10-01,332,332
P0047909,L003206,2023-10-26,,332,0
P0047910,L003206,2023-11-26,,332,0
P0047911,L003206,2023-12-26,,332,0
P0047912,L003206,2024-01-26,,332,0
P0047913,L003206,2024-02-26,,332,0
P0047914,L003206,2024-03-26,,332,0
P0047915,L003206,2024-04-26,,332,0
P0047916,L003207,2025-02-07,2025-02-14,3100,3100
P0047917,L003207,2025-03-07,2025-03-07,3100,3100
P0047918,L003207,2025-04-07,2025-04-08,3100,3100
P0047919,L003207,2025-05-07,,3100,0
P0047920,L003207,2025-06-07,,3100,0
P0047921,L003207,2025-07-07,,3100,0
P0047922,L003207,2025-08-07,,3100,0
P0047923,L003207,2025-09-07,,3100,0
P0047924,L003207,2025-10-07,,3100,0
P0047925,L003207,2025-11-07,,3100,0
P0047926,L003207,2025-12-07,,3100,0
P0047927,L003207,2026-01-07,,3100,0
P0047928,L003207,2026-02-07,,3100,0
P0047929,L003207,2026-03-07,,3100,0
P0047930,L003207,2026-04-07,,3100,0
P0047931,L003207,2026-05-07,,3100,0
P0047932,L003207,2026-06-07,,3100,0
P0047933,L003207,2026-07-07,,3100,0
P0047934,L003208,2023-06-10,2023-06-19,247,247
P0047935,L003208,2023-07-10,2023-07-17,247,247
P0047936,L003208,2023-08-10,2023-08-14,247,247
P0047937,L003208,2023-09-10,2023-09-13,247,247
P0047938,L003208,2023-10-10,2023-10-20,247,247
P0047939,L003208,2023-11-10,2023-11-20,247,247
P0047940,L003208,2023-12-10,2023-12-15,247,247
P0047941,L003208,2024-01-10,2024-01-17,247,247
P0047942,L003208,2024-02-10,2024-02-15,247,247
P0047943,L003208,2024-03-10,2024-03-20,247,247
P0047944,L003208,2024-04-10,2024-04-12,247,247
P0047945,L003208,2024-05-10,2024-05-20,247,247
P0047946,L003208,2024-06-10,2024-06-19,247,247
P0047947,L003208,2024-07-10,2024-07-12,247,247
P0047948,L003208,2024-08-10,2024-08-15,247,247
P0047949,L003208,2024-09-10,2024-09-15,247,247
P0047950,L003208,2024-10-10,2024-10-15,247,247
P0047951,L003208,2024-11-10,2024-11-20,247,247
P0047952,L003209,2025-03-09,2025-03-15,140,140
P0047953,L003209,2025-04-09,,140,0
P0047954,L003209,2025-05-09,,140,0
P0047955,L003209,2025-06-09,,140,0
P0047956,L003209,2025-07-09,,140,0
P0047957,L003209,2025-08-09,,140,0
P0047958,L003209,2025-09-09,,140,0
P0047959,L003209,2025-10-09,,140,0
P0047960,L003209,2025-11-09,,140,0
P0047961,L003209,2025-12-09,,140,0
P0047962,L003209,2026-01-09,,140,0
P0047963,L003209,2026-02-09,,140,0
P0047964,L003209,2026-03-09,,140,0
P0047965,L003209,2026-04-09,,140,0
P0047966,L003209,2026-05-09,,140,0
P0047967,L003209,2026-06-09,,140,0
P0047968,L003209,2026-07-09,,140,0
P0047969,L003209,2026-08-09,,140,0
P0047970,L003209,2026-09-09,,140,0
P0047971,L003209,2026-10-09,,140,0
P0047972,L003209,2026-11-09,,140,0
P0047973,L003209,2026-12-09,,140,0
P0047974,L003209,2027-01-09,,140,0
P0047975,L003209,2027-02-09,,140,0
P0047976,L003210,2023-02-24,2023-02-24,8514,8514
P0047977,L003210,2023-03-24,2023-04-01,8514,8514
P0047978,L003210,2023-04-24,2023-04-28,8514,8514
P0047979,L003210,2023-05-24,2023-05-30,8514,8514
P0047980,L003210,2023-06-24,2023-07-03,8514,8514
P0047981,L003210,2023-07-24,2023-07-24,8514,8514
P0047982,L003210,2023-08-24,2023-08-24,8514,8514
P0047983,L003210,2023-09-24,2023-09-25,8514,8514
P0047984,L003210,2023-10-24,2023-10-29,8514,8514
P0047985,L003210,2023-11-24,2023-12-04,8514,8514
P0047986,L003210,2023-12-24,2024-01-01,8514,8514
P0047987,L003210,2024-01-24,2024-01-25,8514,8514
P0047988,L003211,2024-06-25,2024-06-27,14060,14060
P0047989,L003211,2024-07-25,2024-07-28,14060,14060
P0047990,L003211,2024-08-25,2024-08-31,14060,14060
P0047991,L003211,2024-09-25,2024-09-27,14060,14060
P0047992,L003211,2024-10-25,2024-10-29,14060,14060
P0047993,L003211,2024-11-25,2024-11-27,14060,14060
P0047994,L003212,2023-04-05,2023-04-09,7800,7800
P0047995,L003212,2023-05-05,2023-05-14,7800,7800
P0047996,L003212,2023-06-05,2023-06-15,7800,7800
P0047997,L003212,2023-07-05,2023-07-15,7800,7800
P0047998,L003212,2023-08-05,2023-08-09,7800,7800
P0047999,L003212,2023-09-05,2023-09-12,7800,7800
P0048000,L003212,2023-10-05,2023-10-15,7800,7800
P0048001,L003212,2023-11-05,2023-11-05,7800,7800
P0048002,L003212,2023-12-05,2023-12-05,7800,7800
P0048003,L003212,2024-01-05,2024-01-07,7800,7800
P0048004,L003212,2024-02-05,2024-02-10,7800,7800
P0048005,L003212,2024-03-05,2024-03-06,7800,7800
P0048006,L003212,2024-04-05,2024-04-14,7800,7800
P0048007,L003212,2024-05-05,2024-05-05,7800,7800
P0048008,L003212,2024-06-05,2024-06-11,7800,7800
P0048009,L003212,2024-07-05,2024-07-15,7800,7800
P0048010,L003212,2024-08-05,2024-08-12,7800,7800
P0048011,L003212,2024-09-05,2024-09-07,7800,7800
P0048012,L003213,2024-11-30,2024-12-04,3070,3070
P0048013,L003213,2024-12-30,2025-01-03,3070,3070
P0048014,L003213,2025-01-30,2025-02-05,3070,3070
P0048015,L003213,2025-02-28,2025-02-28,3070,3070
P0048016,L003213,2025-03-30,2025-04-08,3070,3070
P0048017,L003213,2025-04-30,,3070,0
P0048018,L003213,2025-05-30,,3070,0
P0048019,L003213,2025-06-30,,3070,0
P0048020,L003213,2025-07-30,,3070,0
P0048021,L003213,2025-08-30,,3070,0
P0048022,L003213,2025-09-30,,3070,0
P0048023,L003213,2025-10-30,,3070,0
P0048024,L003213,2025-11-30,,3070,0
P0048025,L003213,2025-12-30,,3070,0
P0048026,L003213,2026-01-30,,3070,0
P0048027,L003213,2026-02-28,,3070,0
P0048028,L003213,2026-03-30,,3070,0
P0048029,L003213,2026-04-30,,3070,0
P0048030,L003214,2024-01-04,2024-01-09,951,951
P0048031,L003214,2024-02-04,2024-02-11,951,951
P0048032,L003214,2024-03-04,2024-03-11,951,951
P0048033,L003214,2024-04-04,2024-04-06,951,951
P0048034,L003214,2024-05-04,2024-05-08,951,951
P0048035,L003214,2024-06-04,2024-06-12,951,951
P0048036,L003214,2024-07-04,2024-07-11,951,951
P0048037,L003214,2024-08-04,2024-08-11,951,951
P0048038,L003214,2024-09-04,2024-09-08,951,951
P0048039,L003214,2024-10-04,2024-10-11,951,951
P0048040,L003214,2024-11-04,2024-11-10,951,951
P0048041,L003214,2024-12-04,2024-12-07,951,951
P0048042,L003215,2024-02-15,2024-02-15,2640,2640
P0048043,L003215,2024-03-15,2024-03-25,2640,2640
P0048044,L003215,2024-04-15,2024-04-23,2640,2640
P0048045,L003215,2024-05-15,2024-05-18,2640,2640
P0048046,L003215,2024-06-15,2024-06-20,2640,2640
P0048047,L003215,2024-07-15,2024-07-22,2640,2640
P0048048,L003215,2024-08-15,2024-08-17,2640,2640
P0048049,L003215,2024-09-15,2024-09-25,2640,2640
P0048050,L003215,2024-10-15,2024-10-23,2640,2640
P0048051,L003215,2024-11-15,2024-11-24,2640,2640
P0048052,L003215,2024-12-15,2024-12-15,2640,2640
P0048053,L003215,2025-01-15,2025-01-24,2640,2640
P0048054,L003216,2025-01-28,2025-01-29,204,204
P0048055,L003216,2025-02-28,2025-03-10,204,204
P0048056,L003216,2025-03-28,2025-03-28,204,204
P0048057,L003216,2025-04-28,,204,0
P0048058,L003216,2025-05-28,,204,0
P0048059,L003216,2025-06-28,,204,0
P0048060,L003216,2025-07-28,,204,0
P0048061,L003216,2025-08-28,,204,0
P0048062,L003216,2025-09-28,,204,0
P0048063,L003216,2025-10-28,,204,0
P0048064,L003216,2025-11-28,,204,0
P0048065,L003216,2025-12-28,,204,0
P0048066,L003216,2026-01-28,,204,0
P0048067,L003216,2026-02-28,,204,0
P0048068,L003216,2026-03-28,,204,0
P0048069,L003216,2026-04-28,,204,0
P0048070,L003216,2026-05-28,,204,0
P0048071,L003216,2026-06-28,,204,0
P0048072,L003217,2025-04-05,2025-04-05,1560,1560
P0048073,L003217,2025-05-05,,1560,0
P0048074,L003217,2025-06-05,,1560,0
P0048075,L003217,2025-07-05,,1560,0
P0048076,L003217,2025-08-05,,1560,0
P0048077,L003217,2025-09-05,,1560,0
P0048078,L003218,2025-02-03,2025-02-09,818,818
P0048079,L003218,2025-03-03,2025-03-06,818,818
P0048080,L003218,2025-04-03,2025-04-07,818,818
P0048081,L003218,2025-05-03,,818,0
P0048082,L003218,2025-06-03,,818,0
P0048083,L003218,2025-07-03,,818,0
P0048084,L003219,2023-11-06,2023-11-16,2993,2993
P0048085,L003219,2023-12-06,2023-12-13,2993,2993
P0048086,L003219,2024-01-06,2024-01-10,2993,2993
P0048087,L003219,2024-02-06,2024-02-16,2993,2993
P0048088,L003219,2024-03-06,2024-03-16,2993,2993
P0048089,L003219,2024-04-06,2024-04-07,2993,2993
P0048090,L003219,2024-05-06,2024-05-14,2993,2993
P0048091,L003219,2024-06-06,2024-06-06,2993,2993
P0048092,L003219,2024-07-06,2024-07-10,2993,2993
P0048093,L003219,2024-08-06,2024-08-08,2993,2993
P0048094,L003219,2024-09-06,2024-09-06,2993,2993
P0048095,L003219,2024-10-06,2024-10-16,2993,2993
P0048096,L003219,2024-11-06,2024-11-08,2993,2993
P0048097,L003219,2024-12-06,2024-12-08,2993,2993
P0048098,L003219,2025-01-06,2025-01-09,2993,2993
P0048099,L003219,2025-02-06,2025-02-06,2993,2993
P0048100,L003219,2025-03-06,2025-03-11,2993,2993
P0048101,L003219,2025-04-06,2025-04-15,2993,2993
P0048102,L003220,2024-10-30,2024-11-06,207,207
P0048103,L003220,2024-11-30,2024-12-05,207,207
P0048104,L003220,2024-12-30,2025-01-06,207,207
P0048105,L003220,2025-01-30,2025-02-02,207,207
P0048106,L003220,2025-02-28,2025-03-03,207,207
P0048107,L003220,2025-03-30,2025-04-05,207,207
P0048108,L003220,2025-04-30,,207,0
