loan_id,customer_id,amount,issue_date,term_months,interest_rate,app_score,status
L002983,C01514,35559,2023-12-02,18,0.012,687,active
L002984,C01515,42912,2023-05-04,6,0.012,647,closed
L002985,C01515,27964,2023-12-25,18,0.012,648,active
L002986,C01516,7895,2024-09-13,12,0.032,658,default
L002987,C01516,4659,2025-01-09,24,0.032,624,active
L002988,C01517,2602,2024-07-04,18,0.032,638,active
L002989,C01517,4348,2025-02-02,12,0.032,606,active
L002990,C01518,13631,2024-12-02,18,0.02,649,default
L002991,C01518,22258,2023-08-10,18,0.02,640,default
L002992,C01519,54345,2025-01-30,18,0.02,678,active
L002993,C01520,20216,2024-04-05,18,0.02,675,active
L002994,C01520,13081,2024-07-27,12,0.02,611,active
L002995,C01521,13862,2025-02-27,12,0.02,635,default
L002996,C01521,7761,2025-01-02,6,0.02,621,active
L002997,C01522,10941,2023-06-02,6,0.032,680,closed
L002998,C01523,15434,2024-10-10,24,0.02,623,default
L002999,C01523,11186,2023-07-08,18,0.02,648,closed
L003000,C01523,14887,2024-09-23,24,0.02,615,default
L003001,C01524,28900,2024-09-19,6,0.02,655,closed
L003002,C01524,30071,2025-03-03,12,0.02,656,default
L003003,C01524,43993,2024-04-28,18,0.02,668,active
L003004,C01525,21739,2025-01-20,6,0.02,646,active
L003005,C01525,25710,2024-09-25,6,0.02,640,default
L003006,C01526,110838,2024-02-20,18,0.012,648,active
L003007,C01526,85052,2023-02-24,6,0.012,666,closed
L003008,C01526,132807,2024-03-14,12,0.012,661,closed
L003009,C01527,17437,2024-10-29,12,0.02,687,default
L003010,C01527,6473,2024-09-22,12,0.02,701,active
L003011,C01528,25731,2024-12-02,18,0.02,663,active
L003012,C01528,25327,2024-01-15,12,0.02,680,closed
L003013,C01529,19432,2023-01-28,24,0.02,695,default
L003014,C01530,8937,2024-01-05,12,0.02,730,closed
L003015,C01530,8842,2025-02-27,12,0.02,650,active
L003016,C01531,21418,2023-12-01,18,0.012,667,active
L003017,C01532,14452,2024-05-26,24,0.02,728,active
L003018,C01532,16291,2024-03-11,6,0.02,667,closed
L003019,C01532,24310,2024-11-25,12,0.02,632,active
L003020,C01533,12251,2024-05-01,18,0.032,670,active
L003021,C01534,34479,2024-09-04,18,0.012,664,active
L003022,C01535,19262,2025-03-29,12,0.02,645,active
L003023,C01535,29448,2024-03-04,24,0.02,675,active
L003024,C01536,71892,2025-02-14,24,0.012,624,active
L003025,C01537,3417,2025-04-09,18,0.032,650,active
L003026,C01537,2934,2025-02-07,24,0.032,606,active
L003027,C01537,3378,2024-11-08,18,0.032,606,default
L003028,C01538,20768,2025-01-21,24,0.012,647,active
L003029,C01538,48311,2024-06-06,24,0.012,650,active
L003030,C01539,18039,2024-12-23,24,0.02,665,active
L003031,C01539,28609,2024-12-22,24,0.02,636,active
L003032,C01540,4778,2025-02-06,18,0.032,646,active
L003033,C01541,66476,2023-06-13,24,0.012,684,active
L003034,C01541,134382,2023-10-05,24,0.012,639,active
L003035,C01542,43566,2025-01-13,24,0.02,650,active
L003036,C01543,11432,2025-02-23,18,0.02,641,active
L003037,C01543,13674,2024-12-25,24,0.02,627,active
L003038,C01543,6082,2024-08-29,6,0.02,636,closed
L003039,C01544,99283,2024-12-15,12,0.012,650,active
L003040,C01544,99064,2024-07-14,18,0.012,634,active
L003041,C01544,51849,2024-07-15,24,0.012,700,active
L003042,C01545,32954,2023-01-27,6,0.02,635,closed
L003043,C01545,40782,2024-04-26,12,0.02,679,active
L003044,C01545,53993,2025-02-09,6,0.02,621,active
L003045,C01546,5554,2023-03-27,12,0.032,671,closed
L003046,C01546,4631,2023-04-01,6,0.032,642,default
L003047,C01546,10281,2023-03-02,12,0.032,660,closed
L003048,C01547,58921,2023-05-28,24,0.012,684,active
L003049,C01548,99592,2025-01-12,24,0.012,583,active
L003050,C01549,20252,2024-05-20,6,0.02,684,closed
L003051,C01549,50111,2024-08-20,24,0.02,638,active
L003052,C01549,43802,2024-09-16,12,0.02,641,active
L003053,C01550,2453,2025-03-01,24,0.032,564,active
L003054,C01550,3627,2023-09-24,24,0.032,697,active
L003055,C01551,117465,2024-10-07,6,0.012,686,closed
L003056,C01551,56759,2024-08-09,6,0.012,654,closed
L003057,C01551,118586,2024-12-20,18,0.012,641,active
L003058,C01552,87001,2024-12-10,6,0.012,597,active
L003059,C01553,14869,2023-08-14,6,0.02,687,closed
L003060,C01553,7021,2024-02-03,18,0.02,667,active
L003061,C01554,38363,2024-06-15,18,0.02,628,active
L003062,C01554,46612,2024-02-27,6,0.02,666,closed
L003063,C01554,34470,2024-05-30,24,0.02,677,active
L003064,C01555,31348,2025-03-30,18,0.012,630,active
L003065,C01555,51164,2024-07-30,18,0.012,639,active
L003066,C01555,75006,2023-03-05,24,0.012,642,closed
L003067,C01556,4746,2025-02-12,24,0.032,642,default
L003068,C01556,10195,2024-05-20,6,0.032,661,closed
L003069,C01557,9728,2023-02-09,24,0.02,652,closed
L003070,C01558,140265,2024-08-25,6,0.012,641,closed
L003071,C01559,36462,2023-09-10,6,0.012,650,closed
L003072,C01560,30622,2023-09-22,18,0.02,653,closed
L003073,C01561,13877,2025-03-01,6,0.02,660,active
L003074,C01562,40490,2025-02-20,6,0.012,583,active
L003075,C01562,56496,2025-01-16,24,0.012,647,active
L003076,C01562,50479,2025-01-31,6,0.012,673,active
L003077,C01563,8848,2024-12-27,6,0.032,601,active
L003078,C01564,30408,2023-03-19,18,0.02,690,default
L003079,C01564,20330,2024-08-17,6,0.02,621,closed
L003080,C01565,127057,2024-10-01,24,0.012,654,active
L003081,C01566,15723,2024-12-14,12,0.012,625,active
L003082,C01566,45522,2024-05-02,18,0.012,639,active
L003083,C01567,20743,2024-01-28,6,0.02,661,default
L003084,C01567,23021,2025-04-10,6,0.02,628,active
L003085,C01567,18223,2024-09-04,12,0.02,621,active
L003086,C01568,5610,2024-08-10,12,0.02,661,active
L003087,C01568,12745,2025-02-12,24,0.02,653,active
L003088,C01569,17144,2024-02-02,18,0.02,668,active
L003089,C01570,51774,2025-03-27,6,0.012,621,default
L003090,C01571,17551,2024-11-05,6,0.02,667,active
L003091,C01571,24318,2024-08-07,18,0.02,630,active
L003092,C01571,23921,2024-08-14,12,0.02,648,active
L003093,C01572,50699,2024-10-12,18,0.012,641,active
L003094,C01572,35842,2024-12-14,18,0.012,645,active
L003095,C01572,51729,2024-05-05,6,0.012,639,closed
L003096,C01573,28672,2024-11-16,18,0.012,637,active
L003097,C01573,49758,2024-04-28,6,0.012,663,closed
L003098,C01574,18478,2024-01-03,12,0.012,706,closed
L003099,C01574,49648,2024-06-01,18,0.012,661,active
L003100,C01574,35134,2025-03-14,6,0.012,643,active
L003101,C01575,6342,2024-02-23,6,0.032,658,closed
L003102,C01575,7924,2025-04-03,24,0.032,651,active
L003103,C01576,5426,2024-10-26,6,0.032,652,default
L003104,C01577,10699,2024-03-27,12,0.02,645,closed
L003105,C01577,7832,2024-05-29,18,0.02,654,active
L003106,C01577,11050,2025-03-23,12,0.02,620,active
L003107,C01578,21247,2023-01-02,6,0.012,686,closed
L003108,C01579,80242,2024-10-18,6,0.012,649,active
L003109,C01579,129635,2024-09-09,18,0.012,694,active
L003110,C01579,121156,2025-03-10,18,0.012,664,active
L003111,C01580,22698,2024-02-27,12,0.02,721,closed
L003112,C01581,43860,2025-03-21,18,0.02,670,active
L003113,C01582,6174,2024-11-05,24,0.032,668,active
L003114,C01582,2166,2023-05-15,6,0.032,663,closed
L003115,C01583,18190,2024-01-08,18,0.032,655,active
L003116,C01583,13849,2023-06-07,12,0.032,666,closed
L003117,C01583,8719,2025-01-19,24,0.032,612,active
L003118,C01584,24495,2024-10-17,12,0.02,627,active
L003119,C01584,20421,2025-01-24,12,0.02,637,default
L003120,C01585,7840,2024-05-09,6,0.032,651,closed
L003121,C01586,22556,2025-02-12,12,0.02,626,active
L003122,C01587,13884,2025-01-12,24,0.032,641,active
L003123,C01587,8251,2025-01-07,6,0.032,697,active
L003124,C01587,9933,2023-12-06,18,0.032,697,active
L003125,C01588,13496,2024-12-15,18,0.032,619,active
L003126,C01588,4092,2025-01-24,24,0.032,620,active
L003127,C01589,21364,2024-08-17,12,0.02,626,active
L003128,C01589,23519,2024-12-21,24,0.02,649,active
L003129,C01589,17702,2024-11-08,24,0.02,645,active
L003130,C01590,36553,2024-03-30,6,0.02,648,closed
L003131,C01590,22390,2023-08-17,6,0.02,668,closed
L003132,C01591,9737,2024-05-11,12,0.02,640,active
L003133,C01591,19529,2024-11-02,12,0.02,619,active
L003134,C01591,12941,2024-11-01,18,0.02,595,active
L003135,C01592,76797,2024-07-24,6,0.012,653,closed
L003136,C01593,10534,2024-03-23,12,0.02,672,closed
L003137,C01593,20200,2023-09-21,18,0.02,650,default
L003138,C01593,11772,2024-01-24,18,0.02,627,active
L003139,C01594,35917,2025-04-03,18,0.02,692,active
L003140,C01595,33274,2023-01-30,24,0.02,637,closed
L003141,C01595,32566,2023-06-18,6,0.02,650,closed
L003142,C01595,25331,2025-02-20,12,0.02,625,active
L003143,C01596,54436,2023-07-18,6,0.02,644,closed
L003144,C01596,54036,2024-07-17,12,0.02,624,active
L003145,C01597,35217,2024-09-11,12,0.02,639,active
L003146,C01598,43993,2025-01-09,24,0.02,657,active
L003147,C01598,22253,2024-12-31,12,0.02,666,default
L003148,C01598,34905,2024-04-12,12,0.02,679,closed
L003149,C01599,82542,2024-08-25,12,0.012,628,active
L003150,C01600,23833,2024-04-09,12,0.02,677,closed
L003151,C01601,102051,2023-08-25,6,0.012,622,closed
L003152,C01602,2080,2024-01-19,6,0.032,627,default
L003153,C01602,2298,2024-11-06,12,0.032,660,active
L003154,C01603,21727,2024-05-13,24,0.02,667,default
L003155,C01603,13656,2024-01-30,18,0.02,664,active
L003156,C01603,12664,2024-07-29,18,0.02,613,active
L003157,C01604,34355,2025-02-22,18,0.012,669,active
L003158,C01604,26043,2025-03-28,24,0.012,611,active
L003159,C01605,41802,2023-11-17,18,0.012,643,active
L003160,C01606,44119,2024-10-10,6,0.02,677,closed
L003161,C01607,11008,2023-05-22,24,0.032,651,active
L003162,C01607,11063,2025-03-26,12,0.032,601,default
L003163,C01607,22763,2024-01-02,18,0.032,675,active
L003164,C01608,30646,2025-03-23,6,0.02,609,active
L003165,C01608,25703,2024-06-10,18,0.02,600,default
L003166,C01608,24407,2023-10-05,24,0.02,665,active
L003167,C01609,16329,2023-10-18,18,0.02,662,active
L003168,C01609,10466,2023-09-16,6,0.02,670,closed
L003169,C01609,5693,2024-03-29,6,0.02,626,closed
L003170,C01610,102481,2024-09-14,24,0.012,676,active
L003171,C01610,54405,2024-07-14,12,0.012,647,active
L003172,C01610,102906,2024-03-19,6,0.012,627,closed
L003173,C01611,131117,2025-02-11,18,0.012,633,active
L003174,C01612,8425,2025-02-11,24,0.032,659,default
L003175,C01612,7997,2024-12-20,6,0.032,652,default
L003176,C01613,15270,2023-09-08,18,0.02,662,closed
L003177,C01613,24086,2024-08-01,12,0.02,623,active
L003178,C01613,20000,2024-12-20,12,0.02,658,active
L003179,C01614,5587,2025-04-09,24,0.032,662,active
L003180,C01614,6150,2024-09-28,18,0.032,671,active
L003181,C01614,3518,2025-04-06,6,0.032,664,active
L003182,C01615,59128,2023-08-04,12,0.012,670,closed
L003183,C01615,54180,2023-02-01,18,0.012,662,closed
L003184,C01616,33356,2024-02-07,24,0.012,618,active
L003185,C01616,21145,2024-01-13,12,0.012,675,closed
L003186,C01617,30030,2023-11-20,12,0.02,713,closed
L003187,C01617,23668,2024-01-10,18,0.02,647,active
L003188,C01618,13797,2025-04-01,24,0.02,640,active
L003189,C01618,8476,2025-03-08,18,0.02,668,active
L003190,C01619,24435,2023-10-22,6,0.02,685,closed
L003191,C01619,30311,2023-01-06,12,0.02,663,closed
L003192,C01619,15492,2024-03-04,18,0.02,668,active
L003193,C01620,30589,2025-02-23,24,0.012,631,active
L003194,C01620,54931,2024-12-29,12,0.012,639,active
L003195,C01621,44633,2025-01-05,18,0.012,603,active
L003196,C01621,37760,2024-01-10,6,0.012,644,closed
L003197,C01621,27463,2025-03-09,12,0.012,689,active
L003198,C01622,37291,2025-04-14,6,0.02,636,active
L003199,C01622,35947,2025-03-03,12,0.02,664,active
L003200,C01623,19342,2024-07-14,6,0.02,625,closed
L003201,C01623,8762,2025-03-15,18,0.02,646,active
L003202,C01623,20768,2024-02-14,12,0.02,621,closed
L003203,C01624,32035,2024-11-11,18,0.02,655,active
L003204,C01625,8168,2024-02-09,24,0.032,676,active
L003205,C01625,4712,2024-11-18,24,0.032,643,active
L003206,C01625,3983,2023-04-26,12,0.032,694,default
L003207,C01626,55799,2025-01-07,18,0.012,610,active
L003208,C01627,4448,2023-05-10,18,0.032,667,closed
L003209,C01627,3367,2025-02-09,24,0.032,592,active
L003210,C01628,102171,2023-01-24,12,0.012,695,closed
L003211,C01628,84358,2024-05-25,6,0.012,645,closed
L003212,C01629,140406,2023-03-05,18,0.012,643,closed
L003213,C01629,55256,2024-10-30,18,0.012,629,active
L003214,C01630,11409,2023-12-04,12,0.02,681,closed
L003215,C01630,31681,2024-01-15,12,0.02,687,closed
L003216,C01631,3667,2024-12-28,18,0.032,638,active
L003217,C01631,9363,2025-03-05,6,0.032,653,active
L003218,C01631,4911,2025-01-03,6,0.032,634,default
L003219,C01632,53868,2023-10-06,18,0.012,694,closed
L003220,C01633,2482,2024-09-30,12,0.032,650,active
L003221,C01633,3687,2024-01-31,12,0.032,645,closed
L003222,C01633,3962,2025-01-29,6,0.032,653,default
L003223,C01634,138878,2025-03-30,24,0.012,675,active
L003224,C01634,90085,2025-02-06,24,0.012,635,active
L003225,C01635,20331,2023-09-24,24,0.02,657,active
L003226,C01635,30746,2023-11-30,12,0.02,648,closed
L003227,C01635,35376,2024-08-25,24,0.02,643,active
L003228,C01636,6296,2024-03-08,24,0.032,671,active
L003229,C01636,14763,2025-01-23,12,0.032,620,active
L003230,C01636,10544,2023-06-13,24,0.032,687,active
L003231,C01637,56957,2024-07-03,12,0.012,612,active
L003232,C01637,91901,2024-10-21,18,0.012,618,active
L003233,C01638,11399,2023-09-10,12,0.032,672,closed
L003234,C01638,16157,2024-08-15,12,0.032,637,active
L003235,C01639,124055,2024-07-19,24,0.012,666,active
L003236,C01640,39222,2024-01-07,18,0.012,683,active
L003237,C01641,22612,2023-07-28,12,0.02,648,default
L003238,C01642,53818,2025-02-19,24,0.012,660,active
L003239,C01642,114518,2025-03-19,12,0.012,679,active
L003240,C01642,97193,2025-01-15,6,0.012,648,active
L003241,C01643,3000,2024-10-22,12,0.032,653,default
L003242,C01643,5461,2024-12-21,12,0.032,644,active
L003243,C01644,17319,2024-12-15,6,0.02,640,active
L003244,C01644,12625,2025-01-09,12,0.02,684,active
L003245,C01645,40032,2024-07-23,18,0.012,628,active
L003246,C01645,90484,2024-07-29,24,0.012,609,active
L003247,C01645,34797,2025-03-29,24,0.012,595,active
L003248,C01646,28516,2023-03-16,12,0.012,655,closed
L003249,C01647,12697,2025-03-12,6,0.02,622,active
L003250,C01647,12614,2025-04-05,24,0.02,653,active
L003251,C01647,16141,2025-04-13,24,0.02,640,active
L003252,C01648,42121,2025-02-26,18,0.012,635,active
L003253,C01648,105192,2025-01-20,24,0.012,616,active
L003254,C01648,81764,2025-01-07,12,0.012,656,default
L003255,C01649,19742,2024-11-21,18,0.02,682,active
L003256,C01649,41278,2024-11-28,18,0.02,651,active
L003257,C01649,18719,2024-08-19,6,0.02,668,closed
L003258,C01650,19160,2023-09-07,6,0.032,637,closed
L003259,C01650,8385,2024-11-18,6,0.032,648,active
L003260,C01651,92846,2025-02-12,6,0.012,694,active
L003261,C01651,35545,2025-03-10,6,0.012,671,active
L003262,C01652,15028,2024-09-10,6,0.012,657,closed
L003263,C01653,69864,2024-11-16,24,0.012,659,active
L003264,C01654,49905,2025-04-07,12,0.02,645,active
L003265,C01654,28833,2025-03-22,6,0.02,662,active
L003266,C01654,25727,2025-03-15,24,0.02,631,active
L003267,C01655,17465,2025-01-14,24,0.032,643,active
L003268,C01656,51344,2024-05-13,6,0.02,667,closed
L003269,C01656,45982,2025-01-29,24,0.02,634,active
L003270,C01656,49837,2024-02-07,12,0.02,648,closed
L003271,C01657,17256,2023-09-22,24,0.02,688,active
L003272,C01657,4385,2024-01-27,6,0.02,644,closed
L003273,C01657,11480,2023-04-26,6,0.02,622,default
L003274,C01658,15860,2025-02-03,6,0.02,627,active
L003275,C01658,13690,2023-12-13,12,0.02,690,closed
L003276,C01658,16388,2023-04-28,12,0.02,653,closed
L003277,C01659,24646,2023-08-29,24,0.02,609,active
L003278,C01660,26460,2024-09-06,12,0.02,646,default
L003279,C01661,15402,2023-02-08,12,0.02,649,default
L003280,C01661,14262,2024-03-30,6,0.02,667,closed
L003281,C01661,8460,2023-02-15,12,0.02,639,closed
L003282,C01662,9774,2024-10-22,12,0.02,636,active
L003283,C01662,18378,2024-10-18,12,0.02,636,active
L003284,C01663,19466,2025-01-15,24,0.02,617,active
L003285,C01663,51783,2025-03-01,6,0.02,661,active
L003286,C01664,47272,2025-02-20,6,0.012,600,active
L003287,C01665,68263,2024-09-27,18,0.012,700,active
L003288,C01665,67022,2023-06-19,12,0.012,701,closed
L003289,C01666,24919,2023-12-24,12,0.02,680,closed
L003290,C01667,24905,2023-09-08,24,0.012,643,active
L003291,C01667,45448,2024-05-30,12,0.012,660,active
L003292,C01667,96266,2024-08-21,18,0.012,658,active
L003293,C01668,45075,2025-01-09,6,0.012,662,active
L003294,C01668,27827,2024-02-22,24,0.012,625,active
L003295,C01669,4981,2025-03-20,12,0.032,658,active
L003296,C01669,7789,2025-04-05,12,0.032,626,active
L003297,C01670,29063,2024-11-23,6,0.02,651,active
L003298,C01670,51005,2024-02-21,12,0.02,635,closed
L003299,C01670,31906,2023-07-18,24,0.02,666,active
L003300,C01671,15335,2025-03-20,12,0.02,618,active
L003301,C01671,22360,2024-09-06,6,0.02,650,closed
L003302,C01671,50821,2024-06-13,6,0.02,675,closed
L003303,C01672,6395,2024-02-11,24,0.032,677,active
L003304,C01672,7356,2023-10-04,12,0.032,680,closed
L003305,C01673,19077,2024-06-01,6,0.012,647,closed
L003306,C01674,82174,2024-12-28,6,0.012,675,active
L003307,C01674,67206,2025-01-14,12,0.012,614,active
L003308,C01675,31550,2024-02-10,6,0.012,633,closed
L003309,C01675,39603,2023-11-12,6,0.012,654,closed
L003310,C01676,71722,2025-01-27,6,0.012,638,active
L003311,C01676,33313,2025-04-08,24,0.012,626,active
L003312,C01676,44237,2025-03-01,24,0.012,677,active
L003313,C01677,23970,2025-02-25,6,0.02,640,active
L003314,C01678,38304,2025-03-17,6,0.02,626,active
L003315,C01679,8362,2023-10-09,6,0.02,640,closed
L003316,C01679,15489,2024-10-20,12,0.02,656,active
L003317,C01680,6762,2024-09-11,6,0.032,641,closed
L003318,C01680,8919,2023-01-17,6,0.032,721,closed
L003319,C01681,128641,2024-09-01,12,0.012,647,active
L003320,C01682,14206,2024-11-29,18,0.02,632,active
L003321,C01682,23999,2024-07-29,18,0.02,610,active
L003322,C01682,21442,2024-11-23,24,0.02,670,active
L003323,C01683,4005,2024-02-07,18,0.032,634,active
L003324,C01683,6140,2025-02-23,24,0.032,640,active
L003325,C01684,8951,2025-03-18,18,0.032,681,active
L003326,C01684,9126,2024-01-17,18,0.032,656,active
L003327,C01685,96428,2024-07-03,24,0.012,621,active
L003328,C01685,51502,2024-06-10,18,0.012,616,active
L003329,C01685,96301,2023-08-23,18,0.012,658,closed
L003330,C01686,7428,2024-10-07,24,0.02,650,active
L003331,C01686,12811,2023-11-03,12,0.02,644,closed
L003332,C01687,13090,2024-05-23,24,0.02,689,active
L003333,C01687,7996,2023-10-14,24,0.02,660,active
L003334,C01687,14520,2024-10-23,18,0.02,626,active
L003335,C01688,47180,2025-02-11,6,0.012,690,active
L003336,C01688,25655,2025-02-03,6,0.012,616,active
L003337,C01688,23690,2025-04-02,24,0.012,672,active
L003338,C01689,25014,2023-11-01,18,0.012,694,active
L003339,C01690,13516,2024-08-03,24,0.02,706,active
L003340,C01691,42917,2024-08-27,18,0.012,636,active
L003341,C01691,45080,2024-11-06,6,0.012,685,active
L003342,C01691,12522,2025-04-07,24,0.012,662,active
L003343,C01692,85549,2023-08-31,6,0.012,684,closed
L003344,C01692,30198,2024-07-08,12,0.012,652,active
L003345,C01693,15053,2023-07-16,24,0.02,657,active
L003346,C01694,44477,2024-12-04,12,0.02,660,active
L003347,C01694,29364,2025-02-15,6,0.02,604,active
L003348,C01694,54796,2025-01-12,6,0.02,664,active
L003349,C01695,54592,2023-07-17,12,0.012,688,closed
L003350,C01695,35851,2023-10-25,24,0.012,673,active
L003351,C01696,13632,2025-02-18,6,0.012,621,active
L003352,C01696,17082,2025-03-09,12,0.012,606,active
L003353,C01696,39513,2025-02-17,18,0.012,629,active
L003354,C01697,118431,2024-11-08,6,0.012,622,active
L003355,C01697,70895,2025-01-14,18,0.012,630,active
L003356,C01698,101331,2023-08-28,6,0.012,683,closed
L003357,C01698,116855,2024-07-24,24,0.012,630,active
L003358,C01698,76902,2023-09-25,24,0.012,699,active
L003359,C01699,13194,2024-07-28,18,0.032,669,active
L003360,C01699,11963,2025-02-19,12,0.032,643,default
L003361,C01699,8589,2025-03-08,18,0.032,622,active
L003362,C01700,72970,2025-02-10,12,0.012,676,active
L003363,C01700,53393,2024-11-16,24,0.012,645,active
L003364,C01700,118224,2023-12-08,18,0.012,685,active
L003365,C01701,74749,2023-11-15,18,0.012,651,active
L003366,C01702,35875,2024-10-12,12,0.012,675,active
L003367,C01702,76096,2024-05-05,6,0.012,640,closed
L003368,C01702,41335,2025-02-02,12,0.012,656,active
L003369,C01703,75622,2023-11-12,6,0.012,632,closed
L003370,C01704,38984,2024-03-04,18,0.012,645,active
L003371,C01704,119030,2023-11-17,12,0.012,648,closed
L003372,C01704,43964,2024-05-31,18,0.012,675,active
L003373,C01705,3477,2025-01-19,6,0.032,659,default
L003374,C01705,4202,2024-11-11,6,0.032,641,active
L003375,C01706,19363,2025-01-12,12,0.032,606,active
L003376,C01707,33551,2024-03-22,18,0.02,666,active
L003377,C01708,19843,2024-10-30,24,0.02,685,active
L003378,C01708,16284,2024-11-25,18,0.02,656,active
L003379,C01708,21184,2024-11-20,12,0.02,643,active
L003380,C01709,16361,2025-04-08,24,0.02,645,active
L003381,C01709,19531,2024-03-13,6,0.02,674,closed
L003382,C01710,3513,2024-05-30,12,0.032,678,active
L003383,C01710,5268,2024-08-03,18,0.032,669,active
L003384,C01710,3391,2024-11-26,24,0.032,646,default
L003385,C01711,38685,2025-03-22,6,0.012,645,active
L003386,C01711,33509,2024-09-03,6,0.012,630,closed
L003387,C01711,18956,2024-09-16,12,0.012,653,default
L003388,C01712,116720,2024-11-28,12,0.012,612,active
L003389,C01712,116977,2024-09-05,18,0.012,630,active
L003390,C01712,54624,2024-06-16,18,0.012,632,active
L003391,C01713,25274,2023-08-31,12,0.02,659,closed
L003392,C01714,20608,2025-03-18,18,0.02,639,active
L003393,C01714,14910,2024-06-12,24,0.02,669,active
L003394,C01714,9828,2024-05-18,12,0.02,677,active
L003395,C01715,133043,2024-10-01,18,0.012,609,active
L003396,C01716,33300,2024-12-10,6,0.012,627,default
L003397,C01717,34357,2024-07-02,12,0.012,637,active
L003398,C01718,14861,2023-06-27,12,0.012,656,closed
L003399,C01719,57102,2024-03-04,24,0.012,650,active
L003400,C01719,30841,2023-11-10,6,0.012,636,closed
L003401,C01720,39242,2024-01-25,24,0.012,628,active
L003402,C01720,43706,2024-08-29,24,0.012,627,active
L003403,C01720,19450,2023-12-29,18,0.012,666,active
L003404,C01721,7650,2025-02-27,24,0.02,665,active
L003405,C01722,74817,2025-03-08,6,0.012,627,active
L003406,C01722,92806,2025-04-05,18,0.012,655,default
L003407,C01723,36778,2025-01-22,6,0.02,652,active
L003408,C01723,21344,2025-04-04,18,0.02,665,active
L003409,C01724,66184,2024-02-09,24,0.012,649,active
L003410,C01724,50743,2024-09-06,24,0.012,623,active
L003411,C01724,111786,2024-12-01,24,0.012,642,active
L003412,C01725,26990,2024-06-12,24,0.02,692,active
L003413,C01725,36958,2024-08-23,24,0.02,667,active
L003414,C01726,13207,2024-01-17,12,0.02,644,closed
L003415,C01727,115969,2024-05-04,6,0.012,664,closed
L003416,C01727,59096,2023-05-24,18,0.012,628,closed
L003417,C01727,77721,2025-03-17,24,0.012,586,active
L003418,C01728,42585,2024-04-28,6,0.02,649,default
L003419,C01728,30084,2025-01-12,6,0.02,678,active
L003420,C01729,38117,2025-03-10,18,0.02,653,active
L003421,C01730,36930,2025-03-18,12,0.02,669,active
L003422,C01730,20536,2025-03-03,6,0.02,655,active
L003423,C01731,84828,2024-02-01,24,0.012,639,active
L003424,C01731,65074,2023-08-10,12,0.012,680,closed
L003425,C01731,85762,2024-11-30,12,0.012,642,active
L003426,C01732,100552,2025-01-31,18,0.012,627,active
L003427,C01733,22420,2024-08-31,12,0.012,634,active
L003428,C01733,35948,2023-03-01,12,0.012,658,closed
L003429,C01733,53984,2024-01-22,12,0.012,667,closed
L003430,C01734,13807,2024-09-19,12,0.032,621,default
L003431,C01735,6660,2024-02-29,6,0.02,658,closed
L003432,C01736,37283,2025-01-31,24,0.02,613,active
L003433,C01736,22037,2024-12-13,18,0.02,602,active
L003434,C01736,34618,2024-09-02,24,0.02,635,active
L003435,C01737,35713,2024-01-19,6,0.012,653,closed
L003436,C01738,6018,2025-03-20,24,0.032,616,active
L003437,C01738,8960,2024-07-01,6,0.032,674,closed
L003438,C01739,29074,2023-08-05,18,0.02,644,closed
L003439,C01739,35016,2023-07-24,12,0.02,670,closed
L003440,C01740,26849,2024-11-11,12,0.02,640,active
L003441,C01740,21920,2025-03-16,24,0.02,600,active
L003442,C01741,13545,2024-12-26,12,0.012,604,active
L003443,C01741,40879,2025-01-14,6,0.012,635,active
L003444,C01741,34536,2024-09-30,6,0.012,645,default
L003445,C01742,18824,2024-09-18,18,0.032,606,active
L003446,C01743,19781,2024-12-13,24,0.02,654,active
L003447,C01743,44478,2023-05-04,12,0.02,730,default
L003448,C01743,46776,2024-09-20,18,0.02,641,active
L003449,C01744,18162,2024-01-16,12,0.02,666,closed
L003450,C01744,22226,2024-09-17,18,0.02,619,active
L003451,C01745,95150,2025-03-20,6,0.012,641,active
L003452,C01746,7038,2025-03-09,12,0.032,655,active
L003453,C01746,5608,2024-02-03,18,0.032,677,default
L003454,C01747,68325,2025-04-01,18,0.012,594,active
L003455,C01747,74202,2025-02-03,24,0.012,623,active
L003456,C01747,73364,2025-01-15,12,0.012,635,active
L003457,C01748,55922,2024-07-09,18,0.012,617,active
L003458,C01748,88904,2023-04-11,18,0.012,655,closed
L003459,C01748,29635,2025-03-05,12,0.012,652,default
L003460,C01749,32923,2024-09-04,18,0.012,647,active
L003461,C01749,46206,2024-03-14,18,0.012,625,active
L003462,C01750,11688,2025-01-15,18,0.02,647,active
L003463,C01750,13746,2025-03-30,12,0.02,638,active
L003464,C01750,11961,2024-10-27,12,0.02,613,active
L003465,C01751,36427,2024-07-05,6,0.02,695,closed
L003466,C01751,56112,2024-04-01,24,0.02,669,default
L003467,C01752,49694,2024-01-28,12,0.012,684,closed
L003468,C01752,113712,2023-09-22,12,0.012,647,closed
L003469,C01752,46744,2024-06-13,12,0.012,694,active
L003470,C01753,28490,2024-04-10,12,0.02,667,closed
L003471,C01754,124065,2024-12-15,6,0.012,658,active
L003472,C01755,4012,2025-02-05,18,0.032,644,active
L003473,C01755,6685,2025-01-01,6,0.032,610,default
L003474,C01756,43371,2023-11-18,18,0.02,693,active
L003475,C01756,39308,2024-03-06,6,0.02,661,closed
L003476,C01757,33256,2025-03-02,6,0.02,667,active
